"id","scientific","english","region","abundance_estimate","abundance_lower","abundance_upper","density_estimate","density_lower","density_upper","areakmsq"
"EAKI","Tyrannus tyrannus","Eastern Kingbird","7 Taiga Shield & Hudson Plains",0.116,0.053,0.198,8e-04,4e-04,0.0013,1.49
"EAKI","Tyrannus tyrannus","Eastern Kingbird","8 Boreal Softwood Shield",0.432,0.359,0.517,0.0033,0.0027,0.0039,1.32
"EAKI","Tyrannus tyrannus","Eastern Kingbird","9 Great Basin",0.0451,0.0384,0.0571,0.0082,0.007,0.0104,0.0552
"EAKI","Tyrannus tyrannus","Eastern Kingbird","10 Northern Rockies",0.252,0.218,0.278,0.0068,0.0059,0.0075,0.372
"EAKI","Tyrannus tyrannus","Eastern Kingbird","11 Prairie Potholes",2.19,2.05,2.39,0.0494,0.0463,0.054,0.444
"EAKI","Tyrannus tyrannus","Eastern Kingbird","12 Boreal Hardwood Transition",0.702,0.646,0.746,0.0188,0.0173,0.02,0.373
"EAKI","Tyrannus tyrannus","Eastern Kingbird","13 Lower Great Lakes/St. Lawrence Plain",0.564,0.533,0.598,0.0554,0.0523,0.0587,0.102
"EAKI","Tyrannus tyrannus","Eastern Kingbird","14 Atlantic Northern Forest",0.221,0.199,0.252,0.0113,0.0102,0.0129,0.195
"EAKI","Tyrannus tyrannus","Eastern Kingbird","6-0 Boreal Taiga Plains, South",0.787,0.698,0.879,0.0104,0.0092,0.0116,0.756
"EAKI","Tyrannus tyrannus","Eastern Kingbird","6-1 Boreal Taiga Plains, North",0.0523,0.0246,0.098,0.0012,6e-04,0.0023,0.428
"EAKI","Tyrannus tyrannus","Eastern Kingbird","7-0 Taiga Shield & Hudson Plains, West",0.038,0.0175,0.0949,7e-04,3e-04,0.0017,0.561
"EAKI","Tyrannus tyrannus","Eastern Kingbird","7-1 Taiga Shield & Hudson Plains, East",0.0699,0.0119,0.144,8e-04,1e-04,0.0016,0.925
"EAKI","Tyrannus tyrannus","Eastern Kingbird","8-0 Boreal Softwood Shield, West",0.215,0.17,0.252,0.0062,0.0049,0.0072,0.348
"EAKI","Tyrannus tyrannus","Eastern Kingbird","8-1 Boreal Softwood Shield, Ontario",0.134,0.105,0.182,0.0034,0.0027,0.0046,0.395
"EAKI","Tyrannus tyrannus","Eastern Kingbird","8-2 Boreal Softwood Shield, East",0.0778,0.0501,0.113,0.0016,0.0011,0.0024,0.473
"EAKI","Tyrannus tyrannus","Eastern Kingbird","8-3 Boreal Softwood Shield, Newfoundland",2e-04,0,9e-04,0,0,1e-04,0.0945
"EAPH","Sayornis phoebe","Eastern Phoebe","Canada",2.81,2.65,3,0.0045,0.0043,0.0048,6.21
"EAPH","Sayornis phoebe","Eastern Phoebe","4 Northwestern Interior Forest",0.0348,0.0134,0.0583,6e-04,2e-04,0.0011,0.546
"EAPH","Sayornis phoebe","Eastern Phoebe","5 Northern Pacific Rainforest",8e-04,2e-04,0.0016,1e-04,0,1e-04,0.136
"EAPH","Sayornis phoebe","Eastern Phoebe","6 Boreal Taiga Plains",0.603,0.536,0.689,0.0051,0.0045,0.0058,1.18
"EAPH","Sayornis phoebe","Eastern Phoebe","7 Taiga Shield & Hudson Plains",0.0545,0.0314,0.0726,4e-04,2e-04,5e-04,1.49
"EAPH","Sayornis phoebe","Eastern Phoebe","8 Boreal Softwood Shield",0.505,0.409,0.599,0.0038,0.0031,0.0045,1.32
"EAPH","Sayornis phoebe","Eastern Phoebe","9 Great Basin",6e-04,0,0.0013,1e-04,0,2e-04,0.0552
"EAPH","Sayornis phoebe","Eastern Phoebe","10 Northern Rockies",0.0302,0.0163,0.0385,8e-04,4e-04,0.001,0.372
"EAPH","Sayornis phoebe","Eastern Phoebe","11 Prairie Potholes",0.339,0.306,0.392,0.0076,0.0069,0.0089,0.444
"EAPH","Sayornis phoebe","Eastern Phoebe","12 Boreal Hardwood Transition",0.672,0.62,0.708,0.018,0.0166,0.019,0.373
"EAPH","Sayornis phoebe","Eastern Phoebe","13 Lower Great Lakes/St. Lawrence Plain",0.313,0.295,0.328,0.0307,0.029,0.0322,0.102
"EAPH","Sayornis phoebe","Eastern Phoebe","14 Atlantic Northern Forest",0.242,0.224,0.268,0.0124,0.0115,0.0137,0.195
"EAPH","Sayornis phoebe","Eastern Phoebe","6-0 Boreal Taiga Plains, South",0.475,0.445,0.531,0.0063,0.0059,0.007,0.756
"EAPH","Sayornis phoebe","Eastern Phoebe","6-1 Boreal Taiga Plains, North",0.115,0.0641,0.199,0.0027,0.0015,0.0047,0.428
"EAPH","Sayornis phoebe","Eastern Phoebe","7-0 Taiga Shield & Hudson Plains, West",0.0303,0.0139,0.0522,5e-04,2e-04,9e-04,0.561
"EAPH","Sayornis phoebe","Eastern Phoebe","7-1 Taiga Shield & Hudson Plains, East",0.022,0.013,0.0384,2e-04,1e-04,4e-04,0.925
"EAPH","Sayornis phoebe","Eastern Phoebe","8-0 Boreal Softwood Shield, West",0.182,0.134,0.234,0.0052,0.0038,0.0067,0.348
"EAPH","Sayornis phoebe","Eastern Phoebe","8-1 Boreal Softwood Shield, Ontario",0.226,0.18,0.29,0.0057,0.0046,0.0073,0.395
"EAPH","Sayornis phoebe","Eastern Phoebe","8-2 Boreal Softwood Shield, East",0.0861,0.0582,0.103,0.0018,0.0012,0.0022,0.473
"EAPH","Sayornis phoebe","Eastern Phoebe","8-3 Boreal Softwood Shield, Newfoundland",2e-04,0,0.0012,0,0,1e-04,0.0945
"EATO","Pipilo erythrophthalmus","Eastern Towhee","Canada",0.248,0.213,0.283,4e-04,3e-04,5e-04,6.21
"EATO","Pipilo erythrophthalmus","Eastern Towhee","4 Northwestern Interior Forest",7e-04,3e-04,0.0013,0,0,0,0.546
"EATO","Pipilo erythrophthalmus","Eastern Towhee","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"EATO","Pipilo erythrophthalmus","Eastern Towhee","6 Boreal Taiga Plains",0.0545,0.0362,0.0693,5e-04,3e-04,6e-04,1.18
"EATO","Pipilo erythrophthalmus","Eastern Towhee","7 Taiga Shield & Hudson Plains",3e-04,1e-04,8e-04,0,0,0,1.49
"EATO","Pipilo erythrophthalmus","Eastern Towhee","8 Boreal Softwood Shield",0.0158,0.0076,0.0252,1e-04,1e-04,2e-04,1.32
"EATO","Pipilo erythrophthalmus","Eastern Towhee","9 Great Basin",0,0,0,0,0,0,0.0552
"EATO","Pipilo erythrophthalmus","Eastern Towhee","10 Northern Rockies",0.0025,0.0014,0.0038,1e-04,0,1e-04,0.372
"EATO","Pipilo erythrophthalmus","Eastern Towhee","11 Prairie Potholes",0.0567,0.0429,0.0691,0.0013,0.001,0.0016,0.444
"EATO","Pipilo erythrophthalmus","Eastern Towhee","12 Boreal Hardwood Transition",0.0718,0.0594,0.0801,0.0019,0.0016,0.0021,0.373
"EATO","Pipilo erythrophthalmus","Eastern Towhee","13 Lower Great Lakes/St. Lawrence Plain",0.0351,0.0318,0.0408,0.0034,0.0031,0.004,0.102
"EATO","Pipilo erythrophthalmus","Eastern Towhee","14 Atlantic Northern Forest",0.0132,0.0068,0.0175,7e-04,4e-04,9e-04,0.195
"EATO","Pipilo erythrophthalmus","Eastern Towhee","6-0 Boreal Taiga Plains, South",0.0534,0.0356,0.0684,7e-04,5e-04,9e-04,0.756
"EATO","Pipilo erythrophthalmus","Eastern Towhee","6-1 Boreal Taiga Plains, North",0.001,5e-04,0.002,0,0,0,0.428
"EATO","Pipilo erythrophthalmus","Eastern Towhee","7-0 Taiga Shield & Hudson Plains, West",2e-04,0,5e-04,0,0,0,0.561
"EATO","Pipilo erythrophthalmus","Eastern Towhee","7-1 Taiga Shield & Hudson Plains, East",0,0,5e-04,0,0,0,0.925
"EATO","Pipilo erythrophthalmus","Eastern Towhee","8-0 Boreal Softwood Shield, West",0.0033,0.0016,0.0051,1e-04,0,1e-04,0.348
"EATO","Pipilo erythrophthalmus","Eastern Towhee","8-1 Boreal Softwood Shield, Ontario",0.0076,0.0029,0.0146,2e-04,1e-04,4e-04,0.395
"EATO","Pipilo erythrophthalmus","Eastern Towhee","8-2 Boreal Softwood Shield, East",0.0047,0.0013,0.0079,1e-04,0,2e-04,0.473
"EATO","Pipilo erythrophthalmus","Eastern Towhee","8-3 Boreal Softwood Shield, Newfoundland",0,0,0,0,0,0,0.0945
"EAWP","Contopus virens","Eastern Wood-Pewee","Canada",1.25,1.18,1.33,0.002,0.0019,0.0021,6.21
"EAWP","Contopus virens","Eastern Wood-Pewee","4 Northwestern Interior Forest",9e-04,4e-04,0.0019,0,0,0,0.546
"EAWP","Contopus virens","Eastern Wood-Pewee","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"EAWP","Contopus virens","Eastern Wood-Pewee","6 Boreal Taiga Plains",0.0858,0.073,0.105,7e-04,6e-04,9e-04,1.18
"EAWP","Contopus virens","Eastern Wood-Pewee","7 Taiga Shield & Hudson Plains",0.0318,0.0104,0.0871,2e-04,1e-04,6e-04,1.49
"EAWP","Contopus virens","Eastern Wood-Pewee","8 Boreal Softwood Shield",0.174,0.134,0.22,0.0013,0.001,0.0017,1.32
"EAWP","Contopus virens","Eastern Wood-Pewee","9 Great Basin",0,0,0,0,0,0,0.0552
"EAWP","Contopus virens","Eastern Wood-Pewee","10 Northern Rockies",0.0036,0.0025,0.0059,1e-04,1e-04,2e-04,0.372
"EAWP","Contopus virens","Eastern Wood-Pewee","11 Prairie Potholes",0.0842,0.0748,0.096,0.0019,0.0017,0.0022,0.444
"EAWP","Contopus virens","Eastern Wood-Pewee","12 Boreal Hardwood Transition",0.402,0.366,0.427,0.0108,0.0098,0.0114,0.373
"EAWP","Contopus virens","Eastern Wood-Pewee","13 Lower Great Lakes/St. Lawrence Plain",0.231,0.223,0.24,0.0226,0.0219,0.0236,0.102
"EAWP","Contopus virens","Eastern Wood-Pewee","14 Atlantic Northern Forest",0.231,0.218,0.249,0.0119,0.0112,0.0128,0.195
"EAWP","Contopus virens","Eastern Wood-Pewee","6-0 Boreal Taiga Plains, South",0.0841,0.0707,0.102,0.0011,9e-04,0.0013,0.756
"EAWP","Contopus virens","Eastern Wood-Pewee","6-1 Boreal Taiga Plains, North",0.0018,7e-04,0.0035,0,0,1e-04,0.428
"EAWP","Contopus virens","Eastern Wood-Pewee","7-0 Taiga Shield & Hudson Plains, West",0.0063,0.0019,0.0273,1e-04,0,5e-04,0.561
"EAWP","Contopus virens","Eastern Wood-Pewee","7-1 Taiga Shield & Hudson Plains, East",0.026,0.0059,0.0663,3e-04,1e-04,7e-04,0.925
"EAWP","Contopus virens","Eastern Wood-Pewee","8-0 Boreal Softwood Shield, West",0.038,0.0251,0.0472,0.0011,7e-04,0.0014,0.348
"EAWP","Contopus virens","Eastern Wood-Pewee","8-1 Boreal Softwood Shield, Ontario",0.089,0.0701,0.117,0.0023,0.0018,0.003,0.395
"EAWP","Contopus virens","Eastern Wood-Pewee","8-2 Boreal Softwood Shield, East",0.0469,0.0319,0.0674,0.001,7e-04,0.0014,0.473
"EAWP","Contopus virens","Eastern Wood-Pewee","8-3 Boreal Softwood Shield, Newfoundland",3e-04,0,7e-04,0,0,1e-04,0.0945
"EUST","Sturnus vulgaris","European Starling","Canada",24.8,23.4,26.4,0.04,0.0377,0.0424,6.21
"EUST","Sturnus vulgaris","European Starling","4 Northwestern Interior Forest",0.175,0.101,0.291,0.0032,0.0018,0.0053,0.546
"EUST","Sturnus vulgaris","European Starling","5 Northern Pacific Rainforest",1.16,0.941,1.32,0.0849,0.0691,0.0966,0.136
"EUST","Sturnus vulgaris","European Starling","6 Boreal Taiga Plains",2.82,2.38,3.25,0.0239,0.0201,0.0275,1.18
"EUST","Sturnus vulgaris","European Starling","7 Taiga Shield & Hudson Plains",0.629,0.388,1.09,0.0042,0.0026,0.0073,1.49
"EUST","Sturnus vulgaris","European Starling","8 Boreal Softwood Shield",3.25,2.65,3.95,0.0247,0.0201,0.03,1.32
"EUST","Sturnus vulgaris","European Starling","9 Great Basin",0.569,0.477,0.661,0.103,0.0865,0.12,0.0552
"EUST","Sturnus vulgaris","European Starling","10 Northern Rockies",2.1,1.89,2.36,0.0563,0.0507,0.0634,0.372
"EUST","Sturnus vulgaris","European Starling","11 Prairie Potholes",3.3,2.91,3.48,0.0745,0.0657,0.0785,0.444
"EUST","Sturnus vulgaris","European Starling","12 Boreal Hardwood Transition",4.66,4.23,5.39,0.125,0.113,0.144,0.373
"EUST","Sturnus vulgaris","European Starling","13 Lower Great Lakes/St. Lawrence Plain",3.25,2.84,4.21,0.319,0.279,0.413,0.102
"EUST","Sturnus vulgaris","European Starling","14 Atlantic Northern Forest",2.74,2.52,3.33,0.141,0.129,0.171,0.195
"EUST","Sturnus vulgaris","European Starling","6-0 Boreal Taiga Plains, South",2.79,2.33,3.19,0.0369,0.0308,0.0422,0.756
"EUST","Sturnus vulgaris","European Starling","6-1 Boreal Taiga Plains, North",0.0542,0.0204,0.0808,0.0013,5e-04,0.0019,0.428
"EUST","Sturnus vulgaris","European Starling","7-0 Taiga Shield & Hudson Plains, West",0.0851,0.0445,0.14,0.0015,8e-04,0.0025,0.561
"EUST","Sturnus vulgaris","European Starling","7-1 Taiga Shield & Hudson Plains, East",0.547,0.305,1.01,0.0059,0.0033,0.0109,0.925
"EUST","Sturnus vulgaris","European Starling","8-0 Boreal Softwood Shield, West",0.52,0.381,0.661,0.0149,0.0109,0.019,0.348
"EUST","Sturnus vulgaris","European Starling","8-1 Boreal Softwood Shield, Ontario",1.03,0.698,1.36,0.0262,0.0177,0.0345,0.395
"EUST","Sturnus vulgaris","European Starling","8-2 Boreal Softwood Shield, East",1.37,1.16,1.65,0.029,0.0244,0.0349,0.473
"EUST","Sturnus vulgaris","European Starling","8-3 Boreal Softwood Shield, Newfoundland",0.321,0.223,0.457,0.034,0.0236,0.0484,0.0945
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","Canada",9.14,7.97,10.6,0.0147,0.0128,0.017,6.21
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","4 Northwestern Interior Forest",0.164,0.0923,0.201,0.003,0.0017,0.0037,0.546
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","5 Northern Pacific Rainforest",0.298,0.245,0.348,0.0219,0.018,0.0255,0.136
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","6 Boreal Taiga Plains",0.382,0.275,0.441,0.0032,0.0023,0.0037,1.18
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","7 Taiga Shield & Hudson Plains",1.03,0.461,2.55,0.0069,0.0031,0.0171,1.49
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","8 Boreal Softwood Shield",3.05,2.67,3.92,0.0232,0.0203,0.0297,1.32
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","9 Great Basin",0.358,0.322,0.406,0.065,0.0584,0.0736,0.0552
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","10 Northern Rockies",0.816,0.713,0.904,0.0219,0.0191,0.0243,0.372
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","11 Prairie Potholes",0.123,0.102,0.152,0.0028,0.0023,0.0034,0.444
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","12 Boreal Hardwood Transition",1.14,1.01,1.27,0.0306,0.0271,0.0341,0.373
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","13 Lower Great Lakes/St. Lawrence Plain",0.203,0.179,0.24,0.0199,0.0176,0.0236,0.102
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","14 Atlantic Northern Forest",1.25,1.11,1.4,0.0644,0.0569,0.0718,0.195
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","6-0 Boreal Taiga Plains, South",0.309,0.243,0.375,0.0041,0.0032,0.005,0.756
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","6-1 Boreal Taiga Plains, North",0.0726,0.019,0.134,0.0017,4e-04,0.0031,0.428
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","7-0 Taiga Shield & Hudson Plains, West",0.0436,0.0179,0.0719,8e-04,3e-04,0.0013,0.561
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","7-1 Taiga Shield & Hudson Plains, East",0.975,0.411,2.49,0.0105,0.0044,0.0269,0.925
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","8-0 Boreal Softwood Shield, West",0.147,0.0877,0.203,0.0042,0.0025,0.0058,0.348
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","8-1 Boreal Softwood Shield, Ontario",0.913,0.756,1.08,0.0231,0.0192,0.0274,0.395
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","8-2 Boreal Softwood Shield, East",1.52,1.36,1.81,0.0322,0.0289,0.0382,0.473
"EVGR","Coccothraustes vespertinus","Evening Grosbeak","8-3 Boreal Softwood Shield, Newfoundland",0.592,0.126,1.12,0.0626,0.0133,0.118,0.0945
"FISP","Spizella pusilla","Field Sparrow","Canada",0.205,0.191,0.22,3e-04,3e-04,4e-04,6.21
"FISP","Spizella pusilla","Field Sparrow","4 Northwestern Interior Forest",0,0,0,0,0,0,0.546
"FISP","Spizella pusilla","Field Sparrow","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"FISP","Spizella pusilla","Field Sparrow","6 Boreal Taiga Plains",2e-04,0,6e-04,0,0,0,1.18
"FISP","Spizella pusilla","Field Sparrow","7 Taiga Shield & Hudson Plains",2e-04,0,0.0015,0,0,0,1.49
"FISP","Spizella pusilla","Field Sparrow","8 Boreal Softwood Shield",0.0154,0.005,0.0214,1e-04,0,2e-04,1.32
"FISP","Spizella pusilla","Field Sparrow","9 Great Basin",0,0,0,0,0,0,0.0552
"FISP","Spizella pusilla","Field Sparrow","10 Northern Rockies",0,0,0,0,0,0,0.372
"FISP","Spizella pusilla","Field Sparrow","11 Prairie Potholes",5e-04,1e-04,9e-04,0,0,0,0.444
"FISP","Spizella pusilla","Field Sparrow","12 Boreal Hardwood Transition",0.0807,0.068,0.0903,0.0022,0.0018,0.0024,0.373
"FISP","Spizella pusilla","Field Sparrow","13 Lower Great Lakes/St. Lawrence Plain",0.0879,0.0819,0.0939,0.0086,0.008,0.0092,0.102
"FISP","Spizella pusilla","Field Sparrow","14 Atlantic Northern Forest",0.0228,0.0176,0.0276,0.0012,9e-04,0.0014,0.195
"FISP","Spizella pusilla","Field Sparrow","6-0 Boreal Taiga Plains, South",2e-04,0,6e-04,0,0,0,0.756
"FISP","Spizella pusilla","Field Sparrow","6-1 Boreal Taiga Plains, North",0,0,0,0,0,0,0.428
"FISP","Spizella pusilla","Field Sparrow","7-0 Taiga Shield & Hudson Plains, West",0,0,0,0,0,0,0.561
"FISP","Spizella pusilla","Field Sparrow","7-1 Taiga Shield & Hudson Plains, East",2e-04,0,0.0015,0,0,0,0.925
"FISP","Spizella pusilla","Field Sparrow","8-0 Boreal Softwood Shield, West",3e-04,1e-04,8e-04,0,0,0,0.348
"FISP","Spizella pusilla","Field Sparrow","8-1 Boreal Softwood Shield, Ontario",0.0081,0.0022,0.0132,2e-04,1e-04,3e-04,0.395
"FISP","Spizella pusilla","Field Sparrow","8-2 Boreal Softwood Shield, East",0.0054,0.0014,0.0094,1e-04,0,2e-04,0.473
"FISP","Spizella pusilla","Field Sparrow","8-3 Boreal Softwood Shield, Newfoundland",0,0,1e-04,0,0,0,0.0945
"FOSP","Passerella iliaca","Fox Sparrow","Canada",38.8,36.6,40.5,0.0624,0.0589,0.0651,6.21
"FOSP","Passerella iliaca","Fox Sparrow","4 Northwestern Interior Forest",2.3,2.08,2.49,0.0421,0.0382,0.0457,0.546
"FOSP","Passerella iliaca","Fox Sparrow","5 Northern Pacific Rainforest",0.279,0.226,0.319,0.0205,0.0166,0.0234,0.136
"FOSP","Passerella iliaca","Fox Sparrow","6 Boreal Taiga Plains",2.21,2.04,2.48,0.0187,0.0172,0.021,1.18
"FOSP","Passerella iliaca","Fox Sparrow","7 Taiga Shield & Hudson Plains",21.1,19.5,22.5,0.142,0.131,0.151,1.49
"FOSP","Passerella iliaca","Fox Sparrow","8 Boreal Softwood Shield",11.6,11.1,12.7,0.0884,0.0844,0.0965,1.32
"FOSP","Passerella iliaca","Fox Sparrow","9 Great Basin",0.0324,0.0278,0.0388,0.0059,0.005,0.007,0.0552
"FOSP","Passerella iliaca","Fox Sparrow","10 Northern Rockies",0.54,0.462,0.597,0.0145,0.0124,0.016,0.372
"FOSP","Passerella iliaca","Fox Sparrow","11 Prairie Potholes",0.0253,0.0136,0.036,6e-04,3e-04,8e-04,0.444
"FOSP","Passerella iliaca","Fox Sparrow","12 Boreal Hardwood Transition",0.173,0.133,0.215,0.0046,0.0036,0.0058,0.373
"FOSP","Passerella iliaca","Fox Sparrow","13 Lower Great Lakes/St. Lawrence Plain",0.0229,0.0185,0.0253,0.0022,0.0018,0.0025,0.102
"FOSP","Passerella iliaca","Fox Sparrow","14 Atlantic Northern Forest",0.304,0.274,0.335,0.0156,0.0141,0.0172,0.195
"FOSP","Passerella iliaca","Fox Sparrow","6-0 Boreal Taiga Plains, South",0.315,0.273,0.349,0.0042,0.0036,0.0046,0.756
"FOSP","Passerella iliaca","Fox Sparrow","6-1 Boreal Taiga Plains, North",1.89,1.73,2.18,0.0441,0.0404,0.0509,0.428
"FOSP","Passerella iliaca","Fox Sparrow","7-0 Taiga Shield & Hudson Plains, West",4.78,4.3,5.26,0.0852,0.0767,0.0938,0.561
"FOSP","Passerella iliaca","Fox Sparrow","7-1 Taiga Shield & Hudson Plains, East",16.1,14.8,17.7,0.174,0.16,0.191,0.925
"FOSP","Passerella iliaca","Fox Sparrow","8-0 Boreal Softwood Shield, West",0.589,0.452,0.692,0.0169,0.013,0.0199,0.348
"FOSP","Passerella iliaca","Fox Sparrow","8-1 Boreal Softwood Shield, Ontario",0.413,0.308,0.575,0.0105,0.0078,0.0146,0.395
"FOSP","Passerella iliaca","Fox Sparrow","8-2 Boreal Softwood Shield, East",4.13,3.76,4.55,0.0874,0.0794,0.0962,0.473
"FOSP","Passerella iliaca","Fox Sparrow","8-3 Boreal Softwood Shield, Newfoundland",6.32,6.01,6.8,0.669,0.637,0.72,0.0945
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","Canada",1.96,1.84,2.07,0.0032,0.003,0.0033,6.21
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","4 Northwestern Interior Forest",0.0019,8e-04,0.0039,0,0,1e-04,0.546
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","6 Boreal Taiga Plains",0.208,0.174,0.242,0.0018,0.0015,0.002,1.18
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","7 Taiga Shield & Hudson Plains",0.0134,0.0048,0.0589,1e-04,0,4e-04,1.49
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","8 Boreal Softwood Shield",0.176,0.115,0.238,0.0013,9e-04,0.0018,1.32
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","9 Great Basin",0,0,0,0,0,0,0.0552
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","10 Northern Rockies",0.0075,0.0042,0.013,2e-04,1e-04,3e-04,0.372
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","11 Prairie Potholes",0.229,0.209,0.26,0.0052,0.0047,0.0059,0.444
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","12 Boreal Hardwood Transition",0.74,0.702,0.78,0.0198,0.0188,0.0209,0.373
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","13 Lower Great Lakes/St. Lawrence Plain",0.43,0.397,0.447,0.0423,0.039,0.0439,0.102
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","14 Atlantic Northern Forest",0.137,0.124,0.157,0.007,0.0064,0.008,0.195
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","6-0 Boreal Taiga Plains, South",0.204,0.172,0.238,0.0027,0.0023,0.0031,0.756
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","6-1 Boreal Taiga Plains, North",0.0032,0.0013,0.006,1e-04,0,1e-04,0.428
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","7-0 Taiga Shield & Hudson Plains, West",0.0077,0.0029,0.0143,1e-04,1e-04,3e-04,0.561
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","7-1 Taiga Shield & Hudson Plains, East",0.004,0.0011,0.0451,0,0,5e-04,0.925
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","8-0 Boreal Softwood Shield, West",0.0693,0.0355,0.0991,0.002,0.001,0.0028,0.348
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","8-1 Boreal Softwood Shield, Ontario",0.0622,0.0364,0.0986,0.0016,9e-04,0.0025,0.395
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","8-2 Boreal Softwood Shield, East",0.0411,0.0219,0.0757,9e-04,5e-04,0.0016,0.473
"GCFL","Myiarchus crinitus","Great Crested Flycatcher","8-3 Boreal Softwood Shield, Newfoundland",0,0,2e-04,0,0,0,0.0945
"GCKI","Regulus satrapa","Golden-crowned Kinglet","Canada",81.2,78.3,84.1,0.131,0.126,0.135,6.21
"GCKI","Regulus satrapa","Golden-crowned Kinglet","4 Northwestern Interior Forest",3.49,3.11,4.06,0.0639,0.057,0.0744,0.546
"GCKI","Regulus satrapa","Golden-crowned Kinglet","5 Northern Pacific Rainforest",4.97,4.55,5.68,0.365,0.334,0.417,0.136
"GCKI","Regulus satrapa","Golden-crowned Kinglet","6 Boreal Taiga Plains",3.91,3.48,4.31,0.033,0.0294,0.0364,1.18
"GCKI","Regulus satrapa","Golden-crowned Kinglet","7 Taiga Shield & Hudson Plains",11.5,9.91,13.2,0.077,0.0665,0.0884,1.49
"GCKI","Regulus satrapa","Golden-crowned Kinglet","8 Boreal Softwood Shield",28.4,27.1,30.1,0.216,0.206,0.228,1.32
"GCKI","Regulus satrapa","Golden-crowned Kinglet","9 Great Basin",1.6,1.45,1.67,0.291,0.263,0.302,0.0552
"GCKI","Regulus satrapa","Golden-crowned Kinglet","10 Northern Rockies",11.8,11.1,12.2,0.316,0.298,0.329,0.372
